source,target
Q88F34,negative regulation of nitrogen compound metabolic process
Q88F34,positive regulation of nitrogen compound metabolic process
Q88F34,regulation of RNA metabolic process
Q88F34,negative regulation of RNA metabolic process
Q88F34,positive regulation of RNA metabolic process
Q88F34,regulation of macromolecule metabolic process
Q88F34,biological regulation
Q88F34,regulation of primary metabolic process
Q88F34,organic cyclic compound binding
Q88F34,transcription regulator activity
Q88F34,heterocyclic compound binding
Q88F34,negative regulation of RNA biosynthetic process
Q88F34,positive regulation of RNA biosynthetic process
Q88F34,regulation of nucleic acid-templated transcription
Q88F34,negative regulation of nucleic acid-templated transcription
Q88F34,positive regulation of nucleic acid-templated transcription
Q88F34,sequence-specific double-stranded DNA binding
Q88F34,regulation of RNA biosynthetic process
P0DN71,nucleotide binding
P0DN71,molecular_function
P0DN71,catalytic activity
P0DN71,binding
P0DN71,zinc ion binding
P0DN71,transferase activity
P0DN71,glycosyltransferase activity
P0DN71,pentosyltransferase activity
P0DN71,purine nucleotide binding
P0DN71,adenyl nucleotide binding
P0DN71,small molecule binding
P0DN71,ion binding
P0DN71,anion binding
P0DN71,cation binding
P0DN71,metal ion binding
P0DN71,transition metal ion binding
P0DN71,NAD binding
P0DN71,NAD+ binding
P0DN71,organic cyclic compound binding
P0DN71,"catalytic activity, acting on a protein"
P0DN71,nucleoside phosphate binding
P0DN71,heterocyclic compound binding
P0DN71,NAD+-protein ADP-ribosyltransferase activity
Q9PDH1,regulation of DNA-templated transcription
Q9PDH1,biological_process
Q9PDH1,regulation of biosynthetic process
Q9PDH1,positive regulation of biosynthetic process
Q9PDH1,positive regulation of metabolic process
Q9PDH1,regulation of gene expression
Q9PDH1,regulation of macromolecule biosynthetic process
Q9PDH1,positive regulation of macromolecule biosynthetic process
Q9PDH1,positive regulation of macromolecule metabolic process
Q9PDH1,regulation of nucleobase-containing compound metabolic process
Q9PDH1,regulation of metabolic process
Q9PDH1,regulation of cellular metabolic process
Q9PDH1,positive regulation of cellular metabolic process
Q9PDH1,regulation of cellular biosynthetic process
Q9PDH1,positive regulation of cellular biosynthetic process
Q9PDH1,positive regulation of DNA-templated transcription
Q9PDH1,positive regulation of nucleobase-containing compound metabolic process
Q9PDH1,positive regulation of biological process
Q9PDH1,positive regulation of cellular process
Q9PDH1,regulation of biological process
Q9PDH1,regulation of cellular process
Q9PDH1,regulation of nitrogen compound metabolic process
Q9PDH1,positive regulation of nitrogen compound metabolic process
Q9PDH1,regulation of RNA metabolic process
Q9PDH1,positive regulation of RNA metabolic process
Q9PDH1,regulation of macromolecule metabolic process
Q9PDH1,biological regulation
Q9PDH1,regulation of primary metabolic process
Q9PDH1,positive regulation of RNA biosynthetic process
Q9PDH1,regulation of nucleic acid-templated transcription
Q9PDH1,positive regulation of nucleic acid-templated transcription
Q9PDH1,regulation of RNA biosynthetic process
E9M5R0,molecular_function
E9M5R0,binding
E9M5R0,protein binding
O77206,molecular_function
O77206,catalytic activity
O77206,monooxygenase activity
O77206,biological_process
O77206,metabolic process
O77206,bioluminescence
O77206,cellular process
O77206,oxidoreductase activity
O77206,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen"
O77206,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)"
O77206,cellular metabolic process
O77206,luciferin monooxygenase activity
Q91QT1,molecular_function
Q91QT1,binding
Q91QT1,protein binding
Q90WZ1,cellular_component
Q90WZ1,extracellular region
Q90WZ1,regulation of muscle contraction
Q90WZ1,regulation of smooth muscle contraction
Q90WZ1,response to stress
Q90WZ1,defense response
Q90WZ1,biological_process
Q90WZ1,regulation of system process
Q90WZ1,positive regulation of muscle contraction
Q90WZ1,positive regulation of smooth muscle contraction
Q90WZ1,positive regulation of biological process
Q90WZ1,regulation of biological process
Q90WZ1,response to stimulus
Q90WZ1,regulation of multicellular organismal process
Q90WZ1,positive regulation of multicellular organismal process
Q90WZ1,biological regulation
Q90WZ1,regulation of muscle system process
Q90WZ1,cellular anatomical entity
A3FEU9,molecular_function
A3FEU9,signaling receptor binding
A3FEU9,cytokine receptor binding
A3FEU9,growth hormone receptor binding
A3FEU9,binding
A3FEU9,protein binding
A3FEU9,hormone receptor binding
D4HRL0,polysaccharide catabolic process
D4HRL0,molecular_function
D4HRL0,catalytic activity
D4HRL0,"hydrolase activity, hydrolyzing O-glycosyl compounds"
D4HRL0,carbohydrate metabolic process
D4HRL0,polysaccharide metabolic process
D4HRL0,cellular glucan metabolic process
D4HRL0,biological_process
D4HRL0,metabolic process
D4HRL0,catabolic process
D4HRL0,macromolecule catabolic process
D4HRL0,glucan catabolic process
D4HRL0,cellular process
D4HRL0,carbohydrate catabolic process
D4HRL0,"cellulose 1,4-beta-cellobiosidase activity"
D4HRL0,hydrolase activity
D4HRL0,"hydrolase activity, acting on glycosyl bonds"
D4HRL0,cellulose metabolic process
D4HRL0,cellulose catabolic process
D4HRL0,macromolecule metabolic process
D4HRL0,glucan metabolic process
D4HRL0,cellular metabolic process
D4HRL0,primary metabolic process
D4HRL0,cellular polysaccharide catabolic process
D4HRL0,cellular catabolic process
D4HRL0,cellular macromolecule metabolic process
D4HRL0,cellular carbohydrate metabolic process
D4HRL0,cellular polysaccharide metabolic process
D4HRL0,cellular carbohydrate catabolic process
D4HRL0,beta-glucan metabolic process
D4HRL0,beta-glucan catabolic process
D4HRL0,organic substance metabolic process
D4HRL0,organic substance catabolic process
P85345,molecular_function
P85345,lysozyme activity
P85345,catalytic activity
P85345,"hydrolase activity, hydrolyzing O-glycosyl compounds"
P85345,hydrolase activity
P85345,"hydrolase activity, acting on glycosyl bonds"
P85345,peptidoglycan muralytic activity
Q70FG7,molecular_function
Q70FG7,catalytic activity
Q70FG7,cellular aromatic compound metabolic process
Q70FG7,biological_process
Q70FG7,metabolic process
Q70FG7,cellular process
Q70FG7,oxidoreductase activity
Q70FG7,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen"
Q70FG7,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"
Q70FG7,cellular metabolic process
Q70FG7,DOPA dioxygenase activity
Q70FG7,stizolobate synthase activity
Q70FG7,dioxygenase activity
Q91F56,molecular_function
Q91F56,binding
Q91F56,protein binding
Q91F56,identical protein binding
J7GY78,molecular_function
J7GY78,catalytic activity
J7GY78,hydrolase activity
J7GY78,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"
J7GY78,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"
J7GY78,choloylglycine hydrolase activity
P00852,molecular_function
P00852,catalytic activity
P00852,pyrophosphatase activity
P00852,hydrolase activity
P00852,"hydrolase activity, acting on acid anhydrides"
P00852,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
P00852,ATP hydrolysis activity
P00852,ribonucleoside triphosphate phosphatase activity
P00852,ATP-dependent activity
Q9EY50,peptidoglycan metabolic process
Q9EY50,molecular_function
Q9EY50,catalytic activity
Q9EY50,aminoglycan metabolic process
Q9EY50,aminoglycan biosynthetic process
Q9EY50,glycosaminoglycan biosynthetic process
Q9EY50,nitrogen compound metabolic process
Q9EY50,biological_process
Q9EY50,metabolic process
Q9EY50,biosynthetic process
Q9EY50,macromolecule biosynthetic process
Q9EY50,peptidoglycan biosynthetic process
Q9EY50,peptidoglycan-based cell wall biogenesis
Q9EY50,cellular process
Q9EY50,transferase activity
Q9EY50,acyltransferase activity
Q9EY50,aminoacyltransferase activity
Q9EY50,glycosaminoglycan metabolic process
Q9EY50,cellular macromolecule biosynthetic process
Q9EY50,cell wall biogenesis
Q9EY50,macromolecule metabolic process
Q9EY50,cell wall macromolecule metabolic process
Q9EY50,cell wall macromolecule biosynthetic process
Q9EY50,cellular component biogenesis
Q9EY50,cellular metabolic process
Q9EY50,cellular biosynthetic process
Q9EY50,cellular macromolecule metabolic process
Q9EY50,UDP-N-acetylmuramoylpentapeptide-lysine N6-alanyltransferase activity
Q9EY50,cellular component macromolecule biosynthetic process
Q9EY50,cell wall organization or biogenesis
Q9EY50,organic substance metabolic process
Q9EY50,cellular component organization or biogenesis
Q9EY50,"catalytic activity, acting on a protein"
Q9EY50,carbohydrate derivative metabolic process
Q9EY50,carbohydrate derivative biosynthetic process
Q9EY50,organonitrogen compound metabolic process
Q9EY50,organonitrogen compound biosynthetic process
Q9EY50,organic substance biosynthetic process
J7FQE8,molecular_function
J7FQE8,enzyme inhibitor activity
J7FQE8,endopeptidase inhibitor activity
J7FQE8,cysteine-type endopeptidase inhibitor activity
J7FQE8,biological_process
J7FQE8,negative regulation of metabolic process
J7FQE8,negative regulation of peptidase activity
J7FQE8,negative regulation of macromolecule metabolic process
J7FQE8,negative regulation of endopeptidase activity
J7FQE8,regulation of metabolic process
J7FQE8,regulation of proteolysis
J7FQE8,enzyme regulator activity
J7FQE8,peptidase inhibitor activity
J7FQE8,negative regulation of catalytic activity
J7FQE8,negative regulation of molecular function
J7FQE8,negative regulation of proteolysis
J7FQE8,negative regulation of biological process
J7FQE8,regulation of biological process
J7FQE8,regulation of catalytic activity
J7FQE8,regulation of nitrogen compound metabolic process
J7FQE8,negative regulation of nitrogen compound metabolic process
J7FQE8,regulation of protein metabolic process
J7FQE8,negative regulation of protein metabolic process
J7FQE8,regulation of hydrolase activity
J7FQE8,negative regulation of hydrolase activity
J7FQE8,regulation of peptidase activity
J7FQE8,regulation of endopeptidase activity
J7FQE8,regulation of macromolecule metabolic process
J7FQE8,peptidase regulator activity
J7FQE8,endopeptidase regulator activity
J7FQE8,biological regulation
J7FQE8,regulation of molecular function
J7FQE8,regulation of primary metabolic process
J7FQE8,molecular function regulator activity
J7FQE8,molecular function inhibitor activity
Q73GA4,molecular_function
Q73GA4,protein disulfide isomerase activity
Q73GA4,catalytic activity
Q73GA4,protein-disulfide reductase activity
Q73GA4,disulfide oxidoreductase activity
Q73GA4,oxidoreductase activity
Q73GA4,"oxidoreductase activity, acting on a sulfur group of donors"
Q73GA4,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor"
Q73GA4,isomerase activity
Q73GA4,intramolecular oxidoreductase activity
Q73GA4,"intramolecular oxidoreductase activity, transposing S-S bonds"
Q73GA4,protein-disulfide reductase (glutathione) activity
Q73GA4,"catalytic activity, acting on a protein"
Q4TVQ0,biological_process
Q4TVQ0,positive regulation of biological process
Q4TVQ0,positive regulation of cellular process
Q4TVQ0,regulation of biological process
Q4TVQ0,regulation of cellular process
Q4TVQ0,biological regulation
Q4TVQ0,regulation of single-species biofilm formation
Q4TVQ0,positive regulation of single-species biofilm formation
Q4TVQ0,regulation of single-species biofilm formation on inanimate substrate
Q4TVQ0,positive regulation of single-species biofilm formation on inanimate substrate
Q84UV8,molecular_function
Q84UV8,catalytic activity
Q84UV8,carbonate dehydratase activity
Q84UV8,cellular_component
Q84UV8,extracellular region
Q84UV8,oxidoreductase activity
Q84UV8,"oxidoreductase activity, acting on NAD(P)H"
Q84UV8,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"
Q84UV8,monodehydroascorbate reductase (NADH) activity
Q84UV8,lyase activity
Q84UV8,carbon-oxygen lyase activity
Q84UV8,hydro-lyase activity
Q84UV8,cellular anatomical entity
Q6Q3I1,molecular_function
Q6Q3I1,catalytic activity
Q6Q3I1,alcohol dehydrogenase (NAD+) activity
Q6Q3I1,binding
Q6Q3I1,protein binding
Q6Q3I1,cellular_component
Q6Q3I1,cell wall
Q6Q3I1,alcohol metabolic process
Q6Q3I1,cellular aldehyde metabolic process
Q6Q3I1,acetaldehyde metabolic process
Q6Q3I1,biological_process
Q6Q3I1,metabolic process
Q6Q3I1,catabolic process
Q6Q3I1,peptidoglycan-based cell wall
Q6Q3I1,cell surface
Q6Q3I1,cellular process
Q6Q3I1,oxidoreductase activity
Q6Q3I1,"oxidoreductase activity, acting on CH-OH group of donors"
Q6Q3I1,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
